index,author,location,date,headline,review_body,review_rating,num_like,language,itemName
1023,Michele Chapman,unknown,2018-10-19T09:27:40.000Z,My website of choice to go to when looking for holiday accommodation.,"My website of choice to go to when looking for holiday accommodation.I love the fact as a Genius member I get discounts applied automatically.Many of the hotels, rooms, pensions etc offer a Free Cancellation up to a few days before my break starts. Ok, I will pay slightly more for this option but it means should anything go wrong prior to my travel dates I can change it without cost.I've also found better deals after I've made my reservation and have been able to use the free cancellation option to switch to the lower priced deal.We've never had any issues with the rooms not being booked as per the reservation and the response either from Booking.com itself or from the accommodation supplier have always been quick, polite and helpful.I have 3 accommodations already held off for our forthcoming trip to Morocco - all are on free cancellation and I've switched one already due to reading a review which worried me, so I cancelled and changed it to one which was recommended by a member of a Morocco travel advice group I'm using.Thousands of hotel choice, great filter options so you can choose exactly the type of accommodation you want.",5,0,en,Bookingstar2345
1024,Ali Sta,unknown,2018-10-18T09:53:53.000Z,easy to use,"easy to use, never had any problems, great deals",5,0,en,Bookingstar2345
1025,B. Schuiling,unknown,2018-10-18T07:11:28.000Z,Booking not acting on fraud - Sea View Apartment Odessa,"Used booking.com for a lot of bookings, usually satisfactory , but this is due to the 'partner' hotel keeping up the promises. If you run into issues with booking.com then there is no contact available on site, it's hard to reach them from abroad. Also if you have a conflict with a property ( or they try to overcharge you almost double ) booking.com will just state that they are only the intermediary, and not responsible for anything. They also refuse to delist fraudulent properties from their site. The property in question is Sea View Apartment in Down Town, 7 Sofiivs'ka Street in Odessa, which is a a fraudulent listing, offering a price way under market value. On the spot they will ask for much more, or refuse you to stay there. If you try to complain to the owner he will simply stop picking up the phone. So far, booking refused to take any action on this, duping possibly much more customers.",2,0,en,Bookingstar2345
1026,Customer,unknown,2018-10-13T10:17:03.000Z,Booking.com let me down.,Booking.com let me down.Stayed at Heathrow Premier Inn for 1 night and not impressed. When we arrived we were told that it was valet parking at £16.50 and our car would be moved to another car park so had to hand over our car keys or move it yourself. Well with 2 children in tow and luggage this was not possible as a busy road between the car park and hotel. So handed the keys over and paid the fee. I'm upset that this was not explained on Booking.com. I have stay with Premier Inn many times before so was very happy with the stay. Just annoyed that Booking.com didn't inform me of this. Another annoying unseen point was the distance from Chessigton world of adventure to hotel. I type in hotels in Chessington area and Heathrow came up saying 5 miles away. Will this wasn't true either as more like 26 miles away. Never again will I take Booking.com word for it and will be double checking hotels in future for true statistics. Not impressed at all the the service of Booking.com,2,0,en,Bookingstar2345
1027,Missy,unknown,2018-10-12T22:00:00.000Z,Friendly and helpful customer service,"Friendly and helpful customer service. I called to amend my booking, Taznia contacted the hotel whilst I was on the phone and sent me the updated booking confirmation. They only act as a booking agent on behalf of the property, so it's fair to say that all other requests need to be done via the hotel directly. Happy customer, I will be using Booking.com again",5,0,en,Bookingstar2345
1028,Maria Maria,unknown,2018-10-12T08:23:24.000Z,Beautiful company!!!!!!!!!!!,Beautiful company works brilliant!!!!!!!!!!!!!!!!!!!!!,5,0,en,Bookingstar2345
1029,loggiecat,unknown,2018-10-11T17:31:11.000Z,Always book with Booking.com if I want…,Always book with Booking.com if I want to go on holiday which I am doing next year..It's so easy to use and sometimes you don't have to pay until you get there also can get free cancellation... love this site,5,0,en,Bookingstar2345
1030,Kirsi,unknown,2018-10-11T06:16:01.000Z,Currency conversion is not by daily…,"Currency conversion is not by daily rate and gives the false info about the price. I have used a lot booking.com, but this damages my trust on the service, now that I noticed. Otherwise good service.",3,0,en,Bookingstar2345
1031,Alan Evans,unknown,2018-10-09T21:23:18.000Z,"Booking.com , what a disappointment !","Booked a Bed and Breakfast thro' Booking.com after reading their reviews.Our stay was not good and nothing like we expected after reading the reviews.I left a review, where you filled in positive and negative remarks. And subsequently have read a lot of negative reviews.Now here is the rub, when visiting the Booking.co website for this particular B and B all they show are the positive remarks, there are no negatives !Sent an e-mail to Booking.com asking why only the positive reviews are shown 48 hours ago, still waiting for a reply.Don't think I will be using them again.",2,0,en,Bookingstar2345
1032,Aamir Khan,unknown,2018-10-09T12:38:13.000Z,Alright..,"They are decent, have had no trouble with Booking.com as of yet but I feel people are having many issues with them on here. I don't need to contact customer services as everything is all confirmed in the email and everything is all there needed for arrival, so what's the point of contacting customer services. Be vigilant of what you're booking. The hotel was nice, but few of the staff looked like unhappy all the time.",3,0,en,Bookingstar2345
